,finished,page,title,url
611,False,1,货运代理专员,/c101010100-p240111/
612,False,1,货运代理经理,/c101010100-p240112/
613,False,1,水/空/陆运操作,/c101010100-p240113/
614,False,1,报关员,/c101010100-p240114/
615,False,1,报检员,/c101010100-p240115/
616,False,1,核销员,/c101010100-p240116/
617,False,1,单证员,/c101010100-p240117/
618,False,1,仓储,/c101010100-p240299/
619,False,1,仓储物料经理,/c101010100-p240201/
620,False,1,仓储物料专员,/c101010100-p240202/
621,False,1,仓储物料项目,/c101010100-p240203/
622,False,1,仓储管理,/c101010100-p240204/
623,False,1,仓库文员,/c101010100-p240205/
624,False,1,配/理/拣/发货,/c101010100-p240206/
625,False,1,运输,/c101010100-p240399/
626,False,1,货运司机,/c101010100-p240301/
627,False,1,集装箱管理,/c101010100-p240302/
628,False,1,配送,/c101010100-p240303/
629,False,1,快递,/c101010100-p240304/
630,False,1,高端供应链职位,/c101010100-p240499/
631,False,1,供应链总监,/c101010100-p240401/
632,False,1,物流总监,/c101010100-p240402/
633,False,1,其他供应链职位,/c101010100-p240501/
634,False,1,房地产规划开发,/c101010100-p220199/
635,False,1,房产策划,/c101010100-p220101/
636,False,1,地产项目管理,/c101010100-p220102/
637,False,1,地产招投标,/c101010100-p220103/
638,False,1,弱电工程师,/c101010100-p220213/
639,False,1,设计装修与市政建设,/c101010100-p220299/
640,False,1,高级建筑工程师,/c101010100-p220201/
641,False,1,建筑工程师,/c101010100-p220202/
642,False,1,建筑设计师,/c101010100-p220203/
643,False,1,土木/土建/结构工程师,/c101010100-p220204/
644,False,1,室内设计,/c101010100-p220205/
645,False,1,园林设计,/c101010100-p220206/
646,False,1,城市规划设计,/c101010100-p220207/
647,False,1,工程监理,/c101010100-p220208/
648,False,1,工程造价,/c101010100-p220209/
649,False,1,预结算,/c101010100-p220210/
650,False,1,工程资料管理,/c101010100-p220211/
651,False,1,建筑施工现场管理,/c101010100-p220212/
652,False,1,房地产经纪,/c101010100-p220399/
653,False,1,地产置业顾问,/c101010100-p220301/
654,False,1,地产评估,/c101010100-p220302/
655,False,1,地产中介,/c101010100-p220303/
656,False,1,物业管理,/c101010100-p220401/
657,False,1,物业租赁销售 ,/c101010100-p220402/
658,False,1,物业招商管理,/c101010100-p220403/
659,False,1,高端房地产职位,/c101010100-p220599/
660,False,1,地产项目总监,/c101010100-p220501/
661,False,1,地产策划总监,/c101010100-p220502/
662,False,1,地产招投标总监,/c101010100-p220503/
663,False,1,物业总监,/c101010100-p220504/
664,False,1,房地产销售总监,/c101010100-p220505/
665,False,1,其他房地产职位,/c101010100-p220601/
666,False,1,咨询/调研,/c101010100-p260199/
667,False,1,企业管理咨询,/c101010100-p260101/
668,False,1,数据分析师,/c101010100-p260102/
669,False,1,财务咨询顾问,/c101010100-p260103/
670,False,1,IT咨询顾问,/c101010100-p260104/
671,False,1,人力资源顾问,/c101010100-p260105/
672,False,1,咨询项目管理,/c101010100-p260106/
673,False,1,战略咨询,/c101010100-p260107/
674,False,1,猎头顾问,/c101010100-p260108/
675,False,1,市场调研,/c101010100-p260109/
676,False,1,其他咨询顾问,/c101010100-p260110/
677,False,1,知识产权,/c101010100-p260203/
678,False,1,事务所律师,/c101010100-p260201/
679,False,1,公司法务,/c101010100-p260202/
680,False,1,英语翻译,/c101010100-p260301/
681,False,1,日语翻译,/c101010100-p260302/
682,False,1,韩语/朝鲜语翻译,/c101010100-p260303/
683,False,1,法语翻译,/c101010100-p260304/
684,False,1,德语翻译,/c101010100-p260305/
685,False,1,俄语翻译,/c101010100-p260306/
686,False,1,西班牙语翻译,/c101010100-p260307/
687,False,1,其他语种翻译,/c101010100-p260308/
688,False,1,高端咨询类职位,/c101010100-p260499/
689,False,1,咨询总监,/c101010100-p260401/
690,False,1,咨询经理,/c101010100-p260402/
691,False,1,高级翻译,/c101010100-p260403/
692,False,1,同声传译  ,/c101010100-p260404/
693,False,1,其他咨询/翻译类职位,/c101010100-p260501/
694,False,1,管理培训生,/c101010100-p270102/
695,False,1,储备干部,/c101010100-p270103/
696,False,1,其他实习/培训/储备职位,/c101010100-p270201/
697,False,1,旅游服务,/c101010100-p280199/
698,False,1,计调,/c101010100-p280101/
699,False,1,签证,/c101010100-p280102/
700,False,1,旅游顾问,/c101010100-p280103/
701,False,1,导游,/c101010100-p280104/
702,False,1,预定票务,/c101010100-p280105/
703,False,1,旅游产品开发/策划,/c101010100-p280299/
704,False,1,旅游产品经理,/c101010100-p280201/
705,False,1,旅游策划师,/c101010100-p280202/
706,False,1,其他旅游职位,/c101010100-p280301/
707,False,1,保安,/c101010100-p290105/
708,False,1,保洁,/c101010100-p290106/
709,False,1,花艺师,/c101010100-p290701/
710,False,1,婚礼策划师,/c101010100-p290702/
711,False,1,礼仪迎宾,/c101010100-p290107/
712,False,1,酒店,/c101010100-p290199/
713,False,1,收银,/c101010100-p290101/
714,False,1,酒店前台,/c101010100-p290102/
715,False,1,客房服务员,/c101010100-p290103/
716,False,1,酒店经理,/c101010100-p290104/
717,False,1,后厨,/c101010100-p290208/
718,False,1,配菜打荷,/c101010100-p290209/
719,False,1,茶艺师,/c101010100-p290210/
720,False,1,西点师,/c101010100-p290211/
721,False,1,餐饮学徒,/c101010100-p290212/
722,False,1,餐饮,/c101010100-p290299/
723,False,1,收银,/c101010100-p290201/
724,False,1,服务员,/c101010100-p290202/
725,False,1,厨师,/c101010100-p290203/
726,False,1,咖啡师,/c101010100-p290204/
727,False,1,送餐员,/c101010100-p290205/
728,False,1,餐饮店长,/c101010100-p290206/
729,False,1,领班,/c101010100-p290207/
730,False,1,督导/巡店,/c101010100-p290305/
731,False,1,陈列员,/c101010100-p290306/
732,False,1,理货员,/c101010100-p290307/
733,False,1,零售,/c101010100-p290399/
734,False,1,收银,/c101010100-p290301/
735,False,1,导购,/c101010100-p290302/
736,False,1,店员/营业员,/c101010100-p290303/
737,False,1,门店店长,/c101010100-p290304/
738,False,1,发型师,/c101010100-p210607/
739,False,1,美甲师,/c101010100-p210608/
740,False,1,化妆师,/c101010100-p210609/
741,False,1,会籍顾问,/c101010100-p210610/
742,False,1,健身,/c101010100-p210699/
743,False,1,瑜伽教练,/c101010100-p210601/
744,False,1,瘦身顾问,/c101010100-p210602/
745,False,1,游泳教练,/c101010100-p210603/
746,False,1,美体教练,/c101010100-p210604/
747,False,1,美容师/顾问,/c101010100-p210405/
748,False,1,舞蹈教练,/c101010100-p210605/
749,False,1,健身教练,/c101010100-p210606/
750,False,1,其他服务业职位,/c101010100-p290401/
751,False,1,生产营运,/c101010100-p300199/
752,False,1,厂长/工厂经理,/c101010100-p300101/
753,False,1,生产总监,/c101010100-p300102/
754,False,1,生产经理/车间主任,/c101010100-p300103/
755,False,1,生产组长/拉长,/c101010100-p300104/
756,False,1,生产员,/c101010100-p300105/
757,False,1,生产设备管理,/c101010100-p300106/
758,False,1,生产计划/物料控制,/c101010100-p300107/
759,False,1,生产跟单,/c101010100-p300108/
760,False,1,质检员,/c101010100-p300208/
761,False,1,质量管理/测试,/c101010100-p300201/
762,False,1,可靠度工程师,/c101010100-p300202/
763,False,1,故障分析师,/c101010100-p300203/
764,False,1,认证工程师,/c101010100-p300204/
765,False,1,体系工程师,/c101010100-p300205/
766,False,1,审核员,/c101010100-p300206/
767,False,1,安全员,/c101010100-p300207/
768,False,1,机械设计/制造,/c101010100-p300399/
769,False,1,机械工程师,/c101010100-p300301/
770,False,1,机械设计师,/c101010100-p300302/
771,False,1,机械设备工程师,/c101010100-p300303/
772,False,1,机械维修/保养,/c101010100-p300304/
773,False,1,机械制图,/c101010100-p300305/
774,False,1,机械结构工程师,/c101010100-p300306/
775,False,1,工业工程师,/c101010100-p300307/
776,False,1,工艺/制程工程师,/c101010100-p300308/
777,False,1,材料工程师,/c101010100-p300309/
778,False,1,机电工程师,/c101010100-p300310/
779,False,1,CNC/数控,/c101010100-p300311/
780,False,1,冲压工程师,/c101010100-p300312/
781,False,1,夹具工程师,/c101010100-p300313/
782,False,1,模具工程师,/c101010100-p300314/
783,False,1,焊接工程师,/c101010100-p300315/
784,False,1,注塑工程师,/c101010100-p300316/
785,False,1,铸造/锻造工程师,/c101010100-p300317/
786,False,1,化工,/c101010100-p300499/
787,False,1,化工工程师,/c101010100-p300401/
788,False,1,实验室技术员,/c101010100-p300402/
789,False,1,化学分析,/c101010100-p300403/
790,False,1,涂料研发,/c101010100-p300404/
791,False,1,化妆品研发,/c101010100-p300405/
792,False,1,食品/饮料研发,/c101010100-p300406/
793,False,1,服装设计,/c101010100-p300501/
794,False,1,女装设计,/c101010100-p300502/
795,False,1,男装设计,/c101010100-p300503/
796,False,1,童装设计,/c101010100-p300504/
797,False,1,内衣设计,/c101010100-p300505/
798,False,1,面料设计,/c101010100-p300506/
799,False,1,面料辅料开发,/c101010100-p300507/
800,False,1,面料辅料采购,/c101010100-p300508/
801,False,1,打样/制版,/c101010100-p300509/
802,False,1,服装/纺织/皮革跟单,/c101010100-p300510/
803,False,1,普工/操作工,/c101010100-p300601/
804,False,1,叉车,/c101010100-p300602/
805,False,1,铲车,/c101010100-p300603/
806,False,1,焊工,/c101010100-p300604/
807,False,1,氩弧焊工,/c101010100-p300605/
808,False,1,电工,/c101010100-p300606/
809,False,1,木工,/c101010100-p300608/
810,False,1,漆工,/c101010100-p300609/
811,False,1,车工,/c101010100-p300610/
812,False,1,磨工,/c101010100-p300611/
813,False,1,铣工,/c101010100-p300612/
814,False,1,钳工,/c101010100-p300613/
815,False,1,钻工,/c101010100-p300614/
816,False,1,铆工,/c101010100-p300615/
817,False,1,钣金,/c101010100-p300616/
818,False,1,抛光,/c101010100-p300617/
819,False,1,机修工,/c101010100-p300618/
820,False,1,折弯工,/c101010100-p300619/
821,False,1,电镀工,/c101010100-p300620/
822,False,1,喷塑工,/c101010100-p300621/
823,False,1,注塑工,/c101010100-p300622/
824,False,1,组装工,/c101010100-p300623/
825,False,1,包装工,/c101010100-p300624/
826,False,1,空调工,/c101010100-p300625/
827,False,1,电梯工,/c101010100-p300626/
828,False,1,锅炉工,/c101010100-p300627/
829,False,1,学徒工,/c101010100-p300628/
830,False,1,其他生产制造职位,/c101010100-p300701/
